央视频道,#genre#
CCTV11,http://39.134.66.66/PLTV/88888888/224/3221225517/index.m3u8#rtsp://183.252.176.54:554/PLTV/88888888/224/3221225996/10000100000000060000000002296743_0.smil#http://101.71.255.229:6610/zjhs/2/10085/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.66.66/PLTV/88888888/224/3221225517/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225566/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225517/index.m3u8
CCTV12,http://39.134.65.208/PLTV/88888888/224/3221225669/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225669/index.m3u8#http://101.71.255.229:6610/zjhs/2/10071/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225518/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225568/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225518/index.m3u8
CCTV13,http://101.71.255.229:6610/zjhs/2/10155/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://stream4.jlntv.cn/cctv13/sd/live.m3u8#http://39.134.168.76/PLTV/1/224/3221225572/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,http://39.134.168.69/PLTV/1/224/3221225570/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225570/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225674/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225674/index.m3u8#http://101.71.255.229:6610/zjhs/2/10135/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225516/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225570/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225516/index.m3u8
CCTV15,http://39.134.65.78:80/wh7f454c46tw698721486_1282203709/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8?icpid=88888888&RTS=1610939852&from=1&hms_devid=128&vqe=3#http://39.134.65.5:80/wh7f454c46tw1856642347_680427276/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8?icpid=88888888&RTS=1554599629&from=1&hms_devid=4#http://39.134.66.66/PLTV/88888888/224/3221225513/index.m3u8#http://101.71.255.229:6610/zjhs/2/10088/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.66.66/PLTV/88888888/224/3221225513/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225574/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225513/index.m3u8
CCTV5+,http://39.134.65.208/PLTV/88888888/224/3221225690/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225590/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225590/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225507/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225491/index.m3u8


CCTV17,http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8#http://www.xytv998.com/live/sdi1/index.m3u8#http://ivi.bupt.edu.cn/hls/cctv17.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225708/index.m3u8
CCTV-中视购物[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225791/index.m3u8
CGTN,http://live.cgtn.com/1000/prog_index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225510/index.m3u8
CGTN记录,https://livedoc.cgtn.com/1000d/prog_index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225509/index.m3u8
中国交通,http://tv.lanjingfm.com/cctbn/anhui.m3u8

发现之旅,http://39.134.24.202/PLTV/88888888/224/3221225879/index.m3u8
第一剧场,https://39768.hlsplay.aodianyun.com/tv_radio_39768/tv_channel_1793.m3u8?mType=Group


IPTV3,http://home.lpfcdn.com:4000/udp/235.254.198.13:1328
IPTV5,http://home.lpfcdn.com:4000/udp/235.254.198.14:1332
IPTV6,http://home.lpfcdn.com:4000/udp/235.254.198.15:1336
IPTV8,http://home.lpfcdn.com:4000/udp/235.254.198.16:1340
IPTV谍战剧场,http://home.lpfcdn.com:4000/udp/235.254.198.117:1744
IPTV相声小品,http://home.lpfcdn.com:4000/udp/235.254.198.118:1748
IPTV野外,http://home.lpfcdn.com:4000/udp/235.254.198.119:1752
IPTV法治,http://home.lpfcdn.com:4000/udp/235.254.198.120:1756
地理（测试）,http://home.lpfcdn.com:4000/udp/235.254.198.78:1588
解密（测试）,http://home.lpfcdn.com:4000/udp/235.254.198.82:1604
国学（测试）,http://home.lpfcdn.com:4000/udp/235.254.198.84:1612
戏曲（测试）,http://home.lpfcdn.com:4000/udp/235.254.198.85:1616
鉴赏（测试）,http://home.lpfcdn.com:4000/udp/235.254.198.89:1632
墨宝（测试）,http://home.lpfcdn.com:4000/udp/235.254.198.90:1636

七彩戏剧,http://39.134.168.76/PLTV/1/224/3221225604/index.m3u8



CCTV1,http://cctvalih5ca.v.myalicdn.com:80/live/cctv1_2/index.m3u8
CCTV2,http://cctvalih5ca.v.myalicdn.com:80/live/cctv2_2/index.m3u8
CCTV3,http://cctvalih5ca.v.myalicdn.com:80/live/cctv3_2/index.m3u8
CCTV4,http://cctvalih5ca.v.myalicdn.com:80/live/cctv4_2/index.m3u8
CCTV5,http://cctvalih5ca.v.myalicdn.com:80/live/cctv5_2/index.m3u8
CCTV6,http://cctvalih5ca.v.myalicdn.com:80/live/cctv6_2/index.m3u8
CCTV7,http://cctvalih5ca.v.myalicdn.com:80/live/cctv7_2/index.m3u8
CCTV8,http://cctvcnch5c.v.wscdns.com/live/cctv8_2/index.m3u8
CCTV9,http://cctvcnch5c.v.wscdns.com:80/live/cctvjilu_2/index.m3u8
CCTV10,http://cctvalih5ca.v.myalicdn.com:80/live/cctv10_2/index.m3u8
CCTV11,http://cctvcnch5c.v.wscdns.com/live/cctv11_2/index.m3u8
CCTV12,http://cctvcnch5c.v.wscdns.com/live/cctv12_2/index.m3u8
CCTV13,http://cctvalih5ca.v.myalicdn.com:80/live/cctv13_2/index.m3u8
CCTV14,http://cctvalih5ca.v.myalicdn.com:80/live/cctvchild_2/index.m3u8
CCTV15,http://cctvcnch5c.v.wscdns.com/live/cctv15_2/index.m3u8
CCTV17,http://cctvalih5ca.v.myalicdn.com:80/live/cctv17_2/index.m3u8
CCTV新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8











教育一套,http://39.134.66.66/PLTV/88888888/224/3221225563/index.m3u8#http://ivi.bupt.edu.cn//hls/cetv1.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225563/index.m3u8
教育三套,http://ivi.bupt.edu.cn//hls/cetv3.m3u8
教育四套,http://39.135.137.38:80/wh7f454c46tw2601772753_1314947149/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/1590394879-1.m3u8#http://ivi.bupt.edu.cn//hls/cetv4.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225750/index.m3u8

脱口秀FHD,http://39.134.66.66/PLTV/88888888/224/3221225550/index.m3u8
电视剧FHD,http://39.134.66.66/PLTV/88888888/224/3221225521/index.m3u8
电视剧FHD,http://39.134.65.208/PLTV/88888888/224/3221225730/index.m3u8
电视剧FHD,http://39.134.65.208/PLTV/88888888/224/3221225521/index.m3u8
解密,http://39.134.66.2/PLTV/88888888/224/3221225728/index.m3u8
科学发现FHD,http://39.134.65.208/PLTV/88888888/224/3221225728/index.m3u8

全纪实,http://39.135.250.74/PLTV/88888888/224/3221226180/3.m3u8#http://140.207.241.2:8080/live/program/live/qjshd/1300000/mnf.m3u8
上海纪实,http://39.134.65.162/PLTV/88888888/224/3221225673/index.m3u8#http://39.134.168.69/PLTV/1/224/3221225488/index.m3u8#http://39.134.168.76/PLTV/1/224/3221225488/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225673/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226230/index.m3u8#http://39.134.65.86:80/wh7f454c46tw1791807411_-1987553314/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8?icpid=88888888&RTS=1554599564&from=1&hms_devid=129#http://39.134.66.66/PLTV/88888888/224/3221225673/index.m3u8#rtmp://122.144.232.1/live/jspd#http://39.134.168.76/PLTV/1/224/3221225488/index.m3u8
生活时尚HD,http://39.134.168.69/PLTV/1/224/3221225498/index.m3u8
生活时尚HD,http://39.134.168.76/PLTV/1/224/3221225498/index.m3u8
求索动物FHD,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225730/index.m3u8
求索二,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
求索科学,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225728/index.m3u8
求索四,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
求索纪录FHD,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225713/index.m3u8
求索纪录FHD,http://39.134.65.208/PLTV/88888888/224/3221225713/index.m3u8
生活发现FHD,http://39.134.65.208/PLTV/88888888/224/3221225715/index.m3u8
求索纪实,http://39.134.66.2/PLTV/88888888/224/3221225713/index.m3u8
求索科学FHD,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索生活FHD,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225715/index.m3u8
党员教育,http://12371ksc.v.kcdnvip.com:80/12371/dangyuanwang_1/index.m3u8?BR=md&region=shanghai
高清影视,http://livealone302.iqilu.com/gaoqing/gaoqing_tv02/playlist.m3u8
精品剧场,http://125.210.152.18:9090/live/JPJC.m3u8 
影视直播,https://a.jsrdn.com/broadcast/e9b4093a41/+0000/low/c.m3u8
歐美影院,http://101.71.255.229:6610/zjhs/2/10037/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10037&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=Q894B3E8EEZ3T19UG09L8B03GSWB&ts=1553493266
亞洲影院,http://101.71.255.229:6610/zjhs/2/10052/z.m3u8?ZTEUPSTREAM=1&IASHttpSessionId=SLB4328320190321203540013412&m3u8_level=2&ztecid=10052&virtualDomain=zjhs.live_hls.zte.com&ispcode=3&tid=C3V7K4ET1VFDUJY6C1IASRV55G66&ts=1553493153
少儿动画,http://101.71.255.229:6610/zjhs/2/10043/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
SiTV法治天地 540,http://39.134.168.76/PLTV/1/224/3221225614/index.m3u8#http://140.207.241.2:8080/live/program/live/fztd/1300000/mnf.m3u8
SiTV游戏风云 540,http://39.134.168.76/PLTV/1/224/3221225608/index.m3u8#http://140.207.241.2:8080/live/program/live/yxfyhd/1300000/mnf.m3u8
SiTV生活时尚 720,http://39.134.168.76/PLTV/1/224/3221225498/index.m3u8
SiTV都市剧场 540,http://39.134.168.76/PLTV/1/224/3221225616/index.m3u8
NewTV广东,http://39.134.66.2/PLTV/88888888/224/3221225767/index.m3u8
NewTV广东,http://39.134.66.66/PLTV/88888888/224/3221225767/index.m3u8

NewTV广西,http://39.134.66.66/PLTV/88888888/224/3221225769/index.m3u8

NewTV广西,http://39.134.66.2/PLTV/88888888/224/3221225769/index.m3u8
NewTV山东,http://39.134.66.66/PLTV/88888888/224/3221225763/index.m3u8

NewTV山东,http://39.134.66.2/PLTV/88888888/224/3221225763/index.m3u8
NewTV四川,http://39.134.66.66/PLTV/88888888/224/3221225792/index.m3u8

NewTV四川,http://39.134.66.2/PLTV/88888888/224/3221225792/index.m3u8
NewTV安徽,http://39.134.66.2/PLTV/88888888/224/3221225790/index.m3u8
NewTV安徽,http://39.134.66.66/PLTV/88888888/224/3221225790/index.m3u8
NewTV安徽,http://39.134.65.208/PLTV/88888888/224/3221225790/index.m3u8
l
NewTV吉林,http://39.134.66.2/PLTV/88888888/224/3221225771/index.m3u8

NewTV吉林,http://39.134.66.66/PLTV/88888888/224/3221225771/index.m3u8
NewTV江西,http://39.134.66.66/PLTV/88888888/224/3221225765/index.m3u8
NewTV江西,http://39.134.66.2/PLTV/88888888/224/3221225765/index.m3u8

NewTV云南,http://39.134.66.2/PLTV/88888888/224/3221225773/index.m3u8
NewTV云南,http://39.134.66.66/PLTV/88888888/224/3221225773/index.m3u8
﻿

NewTV武搏世界,http://39.134.66.66/PLTV/88888888/224/3221225547/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225547/index.m3u8
NewTV炫舞未来,http://39.134.66.66/PLTV/88888888/224/3221225646/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225646/index.m3u8

NewTV怡伴健康,http://39.134.66.66/PLTV/88888888/224/3221225571/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225571/index.m3u8

NewTV怡伴健康,http://39.134.65.66:80/wh7f454c46tw1756984900_1336875915/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8?icpid=88888888&RTS=1554599529&from=1&hms_devid=126

NewTV怡伴健康,http://39.134.65.66:80/wh7f454c46tw1756984900_1336875915/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8?
NewTV军事评论,http://39.134.66.66/PLTV/88888888/224/3221225535/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225535/index.m3u8
NewTV军事评论,http://39.134.65.69:80/wh7f454c46tw1826525686_48064986/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8?



NewTV农业致富,http://39.134.66.66/PLTV/88888888/224/3221225552/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225552/index.m3u8

NewTV金牌综艺,http://39.134.66.66/PLTV/88888888/224/3221225525/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225525/index.m3u8

NewTV惊悚悬疑,http://39.134.66.2/PLTV/88888888/224/3221225553/index.m3u8
NewTV超级综艺,http://39.134.65.78:80/wh7f454c46tw1722648755_566757033/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8?icpid=88888888&RTS=1554599495&from=1&hms_devid=128

NewTV惊悚悬疑,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NewTV精彩电影,http://39.134.24.202/PLTV/88888888/224/3221225811/index.m3u8


NewTV爱情喜剧,http://39.134.65.208/PLTV/88888888/224/3221225533/index.m3u8
NewTV爱情喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8

NewTV爱情喜剧,http://39.134.66.2/PLTV/88888888/224/3221225533/index.m3u8

NewTV精品纪录,http://39.134.66.66/PLTV/88888888/224/3221225545/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225545/index.m3u8


NewTV精品体育,http://39.134.66.2/PLTV/88888888/224/3221225526/index.m3u8
NewTV精品体育,http://39.134.66.66/PLTV/88888888/224/3221225526/index.m3u8

NewTV东北大剧,http://39.134.65.162/PLTV/88888888/224/3221225679/index.m3u8
NewTV东北热剧,http://39.134.66.2/PLTV/88888888/224/3221225679/index.m3u8
NewTV东北热剧,http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225679/index.m3u8


NewTV动作电影,http://39.134.66.66/PLTV/88888888/224/3221225555/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225555/index.m3u8
NewTV古装剧场,http://39.134.66.66/PLTV/88888888/224/3221225524/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225524/index.m3u8


NewTV欢楽剧场,http://39.134.65.162/PLTV/88888888/224/3221225682/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225682/index.m3u8

NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225538/index.m3u8

NewTV家庭剧场,http://39.134.66.66/PLTV/88888888/224/3221225538/index.m3u8

NewTV军旅剧场,http://39.134.66.66/PLTV/88888888/224/3221225560/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225560/index.m3u8


NewTV超级电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225637/index.m3u8

NewTV超级电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225644/index.m3u8

NewTV超级综艺,http://39.134.66.66/PLTV/88888888/224/3221225642/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225642/index.m3u8
NewTV中国功夫[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225604/index.m3u8
NewTV超级体育[1920*1080],http://39.134.66.2/PLTV/88888888/224/3221225635/index.m3u8
NewTV潮妈辣婆,http://39.134.66.66/PLTV/88888888/224/3221225542/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225542/index.m3u8

iHOT爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
HOT爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱影院,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.176.167/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/1.m3u8
iHOT爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com


CBN每日影院,http://home.lpfcdn.com:4000/udp/235.254.198.192:7980
CBN幸福剧场,http://home.lpfcdn.com:4000/udp/235.254.198.193:7980
CBN风尚生活,http://home.lpfcdn.com:4000/udp/235.254.198.194:7980
CBN幸福娱乐,http://home.lpfcdn.com:4000/udp/235.254.198.195:7980
IPTV淘Baby,http://otttv.bj.chinamobile.com:80/TVOD/88888888/224/3221226554/1.m3u8
IPTV淘电影,http://39.134.135.80:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8#http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
IPTV淘剧场,http://39.134.135.80:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8#http://39.134.135.80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226553/1.m3u8
IPTV淘娱乐,http://39.135.238.101:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8#http://39.135.238.69/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226551/1.m3u8

IPTV萌宠TV,http://39.135.238.68:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226555/1.m3u8
省市频道,#genre#
河南卫视,http://101.71.255.229:6610/zjhs/2/10153/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://39.134.168.91/PLTV/1/224/3221225584/index.m3u8
梨园频道,http://jxgz1.jilu8.cn/PLTV/88888888/224/3221225581/2/index.m3u8?fmt=ts2hls&IASHttpSessionId=OTT9634320210313094053005171#http://39.135.138.8:6610/PLTV/88888888/224/3221225581/2/index.m3u8?fmt=ts2hls&IASHttpSessionId=OTT2936320210313094156007209
番禺融媒,http://live.pybtv.cn/channel1/sd/live.m3u8
